,Products bought by the customer,New products bought by the customer
Customer_508,Fasulye turşu;Köfte;Jelibon;Kuru dut;Nar ekşisi;Közlenmiş biber;Zeytinyağı;Yulaf;Pizza;Milföy;Ayçiçek yağı;Bezelye,Kurutulmuş Kivi
Customer_938,Papatya çayı;Soya sosu;Kuru kayısı;Kurabiye;Kalem;Krem şanti;İçli Köfte;Keçi boynuzu;Fasulye turşu;Kuru dut;Un;Fasulye turşu;Meksika fasülyesi;Milföy;Kırmızı mercimek;Böğürtlen;Ihlamur,Kinoa tohumu
Customer_517,Domates salçası;Kuru İncir;Milföy;Vücut losyonu;Saç kremi;Erişte;Kuru kayısı;Nohut;Çörek otu;Un;Kurabiye;Milföy;Susam;Zeytinyağı;Ayçiçek yağı;Patates;Erişte;Saç boyası,Kurutulmuş Kivi
Customer_519,Soya sosu;Ton balığı;Susam;Yeşil çay;Limon sos;Meksika fasülyesi;Baldo pirinç;Makarna;Pizza;Sirke;Nohut;Meksika fasülyesi;Zeytinyağı;Biber salçası;Krem şanti;Tavuk Bulyon;Köfte harcı;Ayçiçek yağı;İçli Köfte;Ihlamur;Tarçın;Erişte;Yulaf,Kinoa tohumu
Customer_758,Yulaf;Sirke;Vücut losyonu;Papatya çayı;Böğürtlen;Ayçiçek yağı;Köfte;Şampuan;Patlıcan;Kurabiye;Sirke;Limon sos;Tarçın;Domates salçası;Kalamar;Erişte;Bisküvi;Tavuk Bulyon;Pizza;Közlenmiş biber;Nohut;Patlıcan,Kinoa tohumu
Customer_130,Limon sos;Limon sos;Kuru kayısı;Baldo pirinç;Sarımsak sosu;Milföy;Sarımsak sosu;Böğürtlen;Kurabiye;Yoğurt;Acı Sos;Kuru dut;Soya sosu;Kalem;Milföy;Beyaz şarap;Karides;Köfte;El mantısı;Kurabiye;Kuru üzüm,Kurutulmuş Kivi
Customer_628,Soya sosu;Yer fıstığı;İçli Köfte;Ton balığı;Yeşil çay;Çörek otu;Bezelye;Baldo pirinç;Makarna;Közlenmiş biber;Bezelye;Meksika fasülyesi;Zeytinyağı;Soya sosu;Bisküvi;Nohut;Biber salçası;Jelibon;Biber salçası;Diş macunu;Papatya çayı;Yulaf,Kinoa tohumu
Customer_962,İçli Köfte;Jelibon;Böğürtlen;Kuru İncir;Kırmızı mercimek;Un;Nohut;Susam;Ketçap;Kuru kayısı;Kalem;Makarna;Susam;Kalem;Milföy;Limon sos,Kurutulmuş Kivi
Customer_495,Tarçın;Diş macunu;Güneş kremi;Şehriye;Saç boyası;Nemlendirici bakım kremi;Acı Sos;Fasulye turşu;Nemlendirici bakım kremi;Saç kremi;Baldo pirinç;Kırmızı mercimek;Böğürtlen;Soya sosu;Vücut losyonu;Tavuk Bulyon;Sirke;Şehriye;Saç boyası;Ketçap;Soya sosu,Peeling krem
Customer_829,Kurabiye;Tarçın;Un;Şampuan;Saç kremi;Acı Sos;Soya sosu;Jelibon;Soya sosu;El mantısı;Kalamar;Vücut losyonu;Köfte;Krem şanti;İçli Köfte;Saç kremi;Kalem;Tavuk Bulyon;Vücut losyonu;Limon sos,Peeling krem
Customer_607,Biber salçası;Erişte;Tavuk Bulyon;Soya sosu;Yer fıstığı;Kırı üzüm;Papatya çayı;Milföy;Kırmızı mercimek;Yulaf;Tavuk Bulyon;Kalamar;Nar ekşisi;Makarna;El mantısı;Garnitür,Kurutulmuş Kivi
Customer_457,Ayçiçek yağı;Pizza;Beyaz şarap;Közlenmiş biber;Bira;Nohut;Pizza;Nane likörü;Ton balığı;Jelibon;Soya sosu;Yer fıstığı;Kalamar;Köfte;Köfte,Karamelli likör
Customer_12,Garnitür;Makarna;El mantısı;Ketçap;Limon sos;Un;Pizza;İçli Köfte;Yer fıstığı;Fasulye turşu;Kırı üzüm;Bira;Yoğurt;Kuru İncir;Soya sosu;Cips;Ayçiçek yağı;Kalem,Kurutulmuş Kivi
Customer_336,Tavuk Bulyon;Pizza;Nemlendirici bakım kremi;Köfte harcı;Bezelye;Makarna;Saç kremi;Közlenmiş biber;Şampuan;Diş macunu;Güneş kremi;Kalem;Ihlamur;Un;Ayçiçek yağı;Acı Sos;Domates salçası;Patates;Yer fıstığı;Patlıcan;Böğürtlen;Vücut losyonu;Garnitür,Peeling krem
Customer_502,Kalem;Meksika fasülyesi;Nar ekşisi;Baldo pirinç;Közlenmiş biber;Kalamar;Zeytinyağı;Erişte;Kuru kayısı;Karides;Yer fıstığı;Karides;Yeşil çay;Keçi boynuzu;Karabiber;Biber salçası;El mantısı;Yulaf;Patlıcan;Çörek otu;Ihlamur;Yer fıstığı;Kırmızı mercimek;Köfte;Makarna,Kinoa tohumu
Customer_43,Köfte;Garnitür;Milföy;Kuru dut;Baldo pirinç;Milföy;Papatya çayı;Bisküvi;Kırı üzüm;Köfte harcı;Yoğurt;Kalamar;Karides;Karabiber;Makarna;Çörek otu;İçli Köfte;El mantısı;Soya sosu;Makarna;Yer fıstığı;Yulaf;Zeytinyağı;Közlenmiş biber;Kırmızı mercimek;Tarçın,Kurutulmuş Kivi
Customer_825,Saç boyası;Fasulye turşu;Diş macunu;Pizza;Yer fıstığı;Közlenmiş biber;Biber salçası;Patlıcan;Nemlendirici bakım kremi;Köfte;Keçi boynuzu;Soya sosu;Çörek otu,Peeling krem
Customer_650,Fasulye turşu;Diş macunu;Ketçap;Domates salçası;Limon sos;Acı Sos;El mantısı;Ayçiçek yağı;Şehriye;Güneş kremi;Fasulye turşu;Tarçın;Köfte harcı;Patlıcan;Sirke;Bezelye;Zeytinyağı;Yoğurt;Kurabiye;Ihlamur;Kalamar;Susam;Böğürtlen;Baldo pirinç;Közlenmiş biber;Papatya çayı;Nemlendirici bakım kremi;Biber salçası,Peeling krem
Customer_343,Pizza;Zeytinyağı;Biber salçası;Ayçiçek yağı;Yoğurt;Nohut;Vücut losyonu;El mantısı;Çörek otu;Toz şeker;Kuru İncir;Soya sosu;Yer fıstığı;Böğürtlen;Kırı üzüm;Kalamar;Ayçiçek yağı;Erişte;İçli Köfte;Limon sos;Krem şanti,Kurutulmuş Kivi
Customer_281,Tavuk Bulyon;Nemlendirici bakım kremi;Tavuk Bulyon;Sarımsak sosu;Çörek otu;Ketçap;Sarımsak sosu;Patlıcan;Soya sosu;Karides;Saç kremi;Baldo pirinç;Vücut losyonu;Böğürtlen;Diş macunu;Jelibon;Yoğurt;Közlenmiş biber;Kalamar;Un;Krem şanti;Ayçiçek yağı;Saç boyası;Köfte,Peeling krem
Customer_571,Fasulye turşu;Krem şanti;Kuru İncir;Fasulye turşu;Baldo pirinç;Limon sos;Çörek otu;Yoğurt;Tavuk Bulyon;Kırı üzüm;Nar ekşisi;El mantısı;Pizza;Şehriye;Bezelye;Kahve likörü;Karabiber;Makarna;Kurabiye;Erişte,Kurutulmuş Kivi
Customer_418,Karabiber;Ayçiçek yağı;Bisküvi;Ketçap;Erişte;Böğürtlen;Tarçın;Beyaz şarap;Domates salçası;Yer fıstığı;Yoğurt;Saç kremi;Yoğurt;Saç boyası;Vücut losyonu;Köfte;Şampuan;Limon sos;Diş macunu;Diş fırçası,Peeling krem
Customer_480,Kuru kayısı;Çörek otu;Patlıcan;Acı Sos;Bezelye;Köfte;Kuru dut;Garnitür;Böğürtlen;Papatya çayı;Meksika fasülyesi;El mantısı;Susam;Patates;Yoğurt;Erişte;Ton balığı;Limon sos;Sirke;Fasulye turşu;Biber salçası,Kurutulmuş Kivi
Customer_431,Baldo pirinç;Kalamar;Kuru üzüm;Bisküvi;Yeşil çay;Böğürtlen;Baldo pirinç;Zeytinyağı;Nar ekşisi;Kalamar;Papatya çayı;Biber salçası;Pizza;Ayçiçek yağı;Köfte harcı;Acı Sos;Kurabiye;Sirke;Ketçap,Kinoa tohumu
Customer_684,Yoğurt;Şehriye;Saç kremi;Saç boyası;Nemlendirici bakım kremi;İçli Köfte;Jelibon;Kalem;Diş fırçası;Milföy;Pizza;Nemlendirici bakım kremi;Susam;Köfte harcı;Ketçap;Makarna;Diş macunu;Sirke;El mantısı,Peeling krem
Customer_852,Nane likörü;Karabiber;Nemlendirici bakım kremi;Viski;Köfte harcı;Erişte;Limon sos;Yer fıstığı;Şehriye;Karabiber;Erişte;Sarımsak sosu;Cips;Yer fıstığı;Kırmızı şarap;Baldo pirinç;Kahve likörü;Köfte;Nohut;Kurabiye;Çikolata;Kurabiye;Un;Krem şanti;Soya sosu,Karamelli likör
Customer_536,Karides;Bezelye;Tarçın;Şehriye;Un;Zeytinyağı;Papatya çayı;Toz şeker;Nohut;Kuru İncir;Karides;Çörek otu;Kalamar;Ihlamur;Domates salçası;Böğürtlen;Kurabiye;Tavuk Bulyon,Kurutulmuş Kivi
Customer_593,Zeytinyağı;Böğürtlen;Karides;Kırı üzüm;Güneş kremi;Diş macunu;Tarçın;Patates;Şehriye;Tavuk Bulyon;Zeytinyağı;Biber salçası;Fasulye turşu;Makarna;Erişte;Makarna,Peeling krem
Customer_853,Saç boyası;Çikolata;Çörek otu;Saç kremi;Közlenmiş biber;Kahve likörü;Çörek otu;Böğürtlen;Köfte harcı;Acı Sos;Bezelye;Karabiber;Kalem;Pizza;Beyaz şarap;Toz şeker;Diş fırçası;Garnitür;Şehriye;Ayçiçek yağı;Kırmızı mercimek;Nane likörü;Fasulye turşu,Karamelli likör
Customer_985,Bezelye;Fasulye turşu;Nar ekşisi;Sarımsak sosu;Tavuk Bulyon;Karides;El mantısı;Kalamar;Fasulye turşu;Bira;Közlenmiş biber;Jelibon;Nohut;Karides;Beyaz şarap;Kalamar;Vücut losyonu;Kalem;Şehriye;Ayçiçek yağı;Susam,Karamelli likör
Customer_461,Sarımsak sosu;Un;Kırmızı şarap;Kurabiye;Çörek otu;Kırmızı mercimek;Kuru üzüm;Sirke;Kahve likörü;Bisküvi;Kırmızı mercimek;Biber salçası;Ketçap;Çikolata;Ketçap;Limon sos;Garnitür;Kurabiye;Kuru İncir;Kalem;Limon sos;Cips;Sarımsak sosu,Karamelli likör
Customer_834,Domates salçası;Ketçap;Kurabiye;Yeşil çay;İçli Köfte;Kuru İncir;El mantısı;Kırmızı mercimek;Kuru kayısı;Makarna;Baldo pirinç;Patates;Kalem;Bisküvi;Zeytinyağı;Un;Zeytinyağı;Ton balığı,Kurutulmuş Kivi
Customer_917,Köfte harcı;Köfte harcı;Patates;Makarna;Meksika fasülyesi;Böğürtlen;Bezelye;Zeytinyağı;Ton balığı;Erişte;Sirke;Kuru dut;Papatya çayı;El mantısı;Bezelye;Kalamar;Karides;İçli Köfte;Patlıcan;Toz şeker,Kinoa tohumu
Customer_850,El mantısı;Karabiber;Un;Bisküvi;Kalem;Baldo pirinç;Susam;Karides;Köfte;Ihlamur;Ketçap;Ton balığı;Acı Sos;Diş fırçası;Kırmızı mercimek;Limon sos;Pizza;Krem şanti,Kinoa tohumu
Customer_558,Çörek otu;Köfte harcı;Ihlamur;Nohut;Biber salçası;Ketçap;Yer fıstığı;İçli Köfte;Kuru dut;Patates;Kırmızı mercimek;Ayçiçek yağı;Közlenmiş biber;Toz şeker;Böğürtlen;Nohut;Karabiber;Böğürtlen,Kurutulmuş Kivi
Customer_241,Nohut;Ton balığı;Makarna;Pizza;Domates salçası;Papatya çayı;Çörek otu;Pizza;Yulaf;Köfte;Ayçiçek yağı;Köfte harcı;Susam;Bezelye;Saç kremi;Patlıcan;Bezelye;Sirke;Meksika fasülyesi;Baldo pirinç;Karides;Keçi boynuzu,Kinoa tohumu
Customer_501,Köfte harcı;Zeytinyağı;Yer fıstığı;Milföy;Jelibon;Nar ekşisi;Kırmızı mercimek;Köfte;Yoğurt;Saç boyası;Baldo pirinç;Domates salçası;Nar ekşisi;El mantısı;Erişte;Bezelye;Karabiber;Böğürtlen;Patates;Kuru dut,Kurutulmuş Kivi
Customer_523,Toz şeker;Toz şeker;Ihlamur;Meksika fasülyesi;Kırı üzüm;Köfte;El mantısı;Bezelye;Garnitür;Fasulye turşu;Yoğurt;Milföy;Soya sosu;Soya sosu;Susam;Patlıcan;Közlenmiş biber;Tavuk Bulyon;Patates;Makarna;Közlenmiş biber,Kurutulmuş Kivi
Customer_27,Erişte;Sarımsak sosu;İçli Köfte;Baldo pirinç;Kuru dut;Limon sos;Erişte;Acı Sos;Pizza;Viski;Yer fıstığı;Kırmızı mercimek;İçli Köfte;Biber salçası;Patates;Domates salçası;Krem şanti;Bira;Un,Karamelli likör
Customer_841,Bezelye;Çikolata;Yer fıstığı;Böğürtlen;Toz şeker;Kalem;Kırmızı şarap;Sarımsak sosu;Kalem;El mantısı;İçli Köfte;Cips;Kahve likörü;Viski;Çörek otu;Toz şeker;Un;Ayçiçek yağı;Kırmızı mercimek;Patates;Tavuk Bulyon;Ihlamur;Garnitür;Sarımsak sosu;Közlenmiş biber,Karamelli likör
Customer_543,Cips;Çörek otu;Bira;Kırmızı mercimek;Çörek otu;Karides;Nohut;Çikolata;Közlenmiş biber;Karides;Sarımsak sosu;Çikolata;Kalamar;Soya sosu;Ayçiçek yağı;Yoğurt;Kalem;Acı Sos;Kahve likörü;Domates salçası;Nane likörü;Yer fıstığı,Karamelli likör
Customer_654,Bisküvi;Biber salçası;Çörek otu;Tavuk Bulyon;Sarımsak sosu;Köfte;Domates salçası;Domates salçası;Krem şanti;Kuru kayısı;Patlıcan;Sirke;Fasulye turşu;Biber salçası;Şampuan;Zeytinyağı;Kuru İncir;Limon sos;Kalamar,Kurutulmuş Kivi
Customer_429,Tarçın;Ayçiçek yağı;Kuru kayısı;Pizza;Erişte;Yer fıstığı;Köfte harcı;Bezelye;Baldo pirinç;Acı Sos;Tavuk Bulyon;Yoğurt;Kalem;Ayçiçek yağı;Kuru İncir;Bisküvi;Kuru İncir;Toz şeker;Patlıcan;Patates;Şehriye;El mantısı,Kurutulmuş Kivi
Customer_778,Kuru kayısı;Keçi boynuzu;Kurabiye;Zeytinyağı;Sirke;Patates;Kırmızı mercimek;Pizza;Krem şanti;İçli Köfte;Baldo pirinç;Nohut;Kuru İncir;Toz şeker;Krem şanti;Acı Sos;Sirke;Sarımsak sosu;Kalamar,Kurutulmuş Kivi
Customer_258,Kalem;Un;Domates salçası;Fasulye turşu;El mantısı;Kalamar;Köfte harcı;Ton balığı;Kırı üzüm;Kuru dut;Patlıcan;Papatya çayı;Patates;Karides;Milföy;Köfte harcı;Yulaf;Bezelye;Keçi boynuzu;Bezelye;Patates;Kurabiye,Kinoa tohumu
Customer_58,Diş macunu;Köfte harcı;Meksika fasülyesi;Yeşil çay;Kırmızı mercimek;Tarçın;Kurabiye;Güneş kremi;Patates;Limon sos;Tavuk Bulyon;Vücut losyonu;Biber salçası;Fasulye turşu;Köfte;Nar ekşisi;Şehriye;Zeytinyağı,Kinoa tohumu
Customer_471,Nane likörü;Un;Patates;Viski;Sarımsak sosu;Köfte;Bisküvi;Kurabiye;Közlenmiş biber;Yer fıstığı;Tarçın;Kalem;Kuru üzüm;Yoğurt;Krem şanti;Kırmızı mercimek;Şehriye;Diş fırçası;Çikolata;Beyaz şarap;Kahve likörü;Şampuan;Cips;Domates salçası;Sirke,Karamelli likör
Customer_35,Pizza;El mantısı;Kurabiye;Ayçiçek yağı;Nar ekşisi;Cips;Erişte;Kırmızı mercimek;Biber salçası;Patates;Beyaz şarap;Makarna;Nane likörü;Şehriye;Krem şanti;Baldo pirinç;Kırı üzüm;Milföy;Kırmızı şarap;İçli Köfte;Nohut;Çikolata,Karamelli likör
Customer_434,Fasulye turşu;Fasulye turşu;İçli Köfte;Şampuan;Patlıcan;Diş macunu;Ketçap;Bezelye;Saç kremi;Jelibon;Nemlendirici bakım kremi;Közlenmiş biber;Saç boyası;Şampuan;Ayçiçek yağı;Kurabiye;Acı Sos;Diş fırçası;İçli Köfte;Kırmızı mercimek,Peeling krem
Customer_765,Yer fıstığı;Köfte;Patlıcan;Domates salçası;Krem şanti;Kırı üzüm;Kurabiye;Domates salçası;Kurabiye;Yoğurt;Pizza;Karabiber;Nohut;Yulaf;Sarımsak sosu;Köfte;Makarna;Garnitür,Kurutulmuş Kivi
Customer_300,Böğürtlen;Biber salçası;Güneş kremi;Erişte;Diş macunu;Keçi boynuzu;Kırmızı mercimek;Kalamar;Nohut;Şampuan;Bezelye;Diş fırçası;Bezelye;Şehriye;Karides;Pizza;Ton balığı;Jelibon,Peeling krem
Customer_535,Milföy;Yeşil çay;Kalem;Sarımsak sosu;Şehriye;Susam;Yer fıstığı;Yulaf;Kuru İncir;Bezelye;İçli Köfte;Ihlamur;Tarçın;Böğürtlen;Köfte harcı;Tavuk Bulyon;Ton balığı;Domates salçası;Domates salçası;Nar ekşisi;Ketçap;Acı Sos;Kuru kayısı;El mantısı;Meksika fasülyesi;Çörek otu;Böğürtlen;Kalamar;Nohut,Kinoa tohumu
Customer_244,Patlıcan;Böğürtlen;Tarçın;Limon sos;Tarçın;Kuru kayısı;Ketçap;Kalem;Krem şanti;Közlenmiş biber;Limon sos;El mantısı;Krem şanti;Bezelye;Vücut losyonu;Ayçiçek yağı;Sarımsak sosu;Nar ekşisi;Şampuan;Kurabiye,Peeling krem
Customer_245,Krem şanti;Biber salçası;Karabiber;Kuru İncir;Kırı üzüm;Yeşil çay;Kırmızı mercimek;Baldo pirinç;Köfte;Patlıcan;Makarna;Patates;Domates salçası;Zeytinyağı;Köfte harcı;Nar ekşisi;İçli Köfte;Köfte,Kurutulmuş Kivi
Customer_982,Cips;Krem şanti;Çörek otu;Kurabiye;Köfte;Un;Erişte;Soya sosu;Sarımsak sosu;Çikolata;Krem şanti;Ayçiçek yağı;Un;Közlenmiş biber;Biber salçası;Baldo pirinç;Kırmızı şarap;Cips;Toz şeker,Karamelli likör
Customer_96,Milföy;Şehriye;Şehriye;Acı Sos;Domates salçası;Patates;Tarçın;İçli Köfte;Limon sos;Şampuan;Patates;Karides;Tavuk Bulyon;Erişte;Kuru İncir;Sirke,Kurutulmuş Kivi
Customer_233,Limon sos;Nohut;Sarımsak sosu;Zeytinyağı;Ihlamur;Kalem;Köfte harcı;Yulaf;Patates;Ayçiçek yağı;Domates salçası;Erişte;Fasulye turşu;Milföy;Baldo pirinç;Yeşil çay;Sirke;El mantısı;Erişte;Yoğurt;Yeşil çay;Ton balığı;Yer fıstığı;Karides,Kinoa tohumu
Customer_861,Kuru kayısı;Kuru dut;Şehriye;Patlıcan;Krem şanti;Kırmızı mercimek;Kırmızı mercimek;Patates;Karides;Sirke;Jelibon;Kırı üzüm;Kuru dut;Soya sosu;Kalamar;Un;Garnitür,Kurutulmuş Kivi
Customer_320,Ketçap;Çikolata;Pizza;Patlıcan;Yer fıstığı;Kurabiye;Fasulye turşu;Tavuk Bulyon;Un;Yoğurt;Bisküvi;Krem şanti;Beyaz şarap;Makarna;Diş fırçası;Jelibon;Nane likörü;Nemlendirici bakım kremi;Bira;Sirke,Karamelli likör
Customer_299,Patlıcan;Sarımsak sosu;Kalamar;Güneş kremi;Garnitür;Kırmızı mercimek;Fasulye turşu;Limon sos;İçli Köfte;Diş macunu;Kurabiye;Şampuan;Nohut;Kurabiye;Un;El mantısı;Diş fırçası;Erişte;Krem şanti;El mantısı;Garnitür;Tavuk Bulyon;Nemlendirici bakım kremi;Yulaf;Yoğurt;Fasulye turşu,Peeling krem
Customer_552,Kırmızı mercimek;Şehriye;Kuru dut;Ayçiçek yağı;Krem şanti;Un;Kurabiye;Un;Bezelye;Yeşil çay;Yulaf;Biber salçası;Acı Sos;Garnitür;Ton balığı;Baldo pirinç;Kalem;Karides,Kinoa tohumu
Customer_699,Pizza;El mantısı;Krem şanti;İçli Köfte;Kuru kayısı;El mantısı;Patates;Böğürtlen;Krem şanti;Karides;Karides;Tavuk Bulyon;Makarna;Soya sosu;Jelibon;Kuru dut;Kırmızı mercimek;Kırı üzüm;Zeytinyağı;Kuru kayısı;Yer fıstığı;Bisküvi;Kırmızı mercimek;Kalamar,Kurutulmuş Kivi
Customer_436,Yoğurt;Toz şeker;Kuru kayısı;Közlenmiş biber;Karides;Viski;Böğürtlen;Şehriye;Makarna;Böğürtlen;Baldo pirinç;Kırı üzüm;El mantısı;Kalem;Tavuk Bulyon;Ketçap;Acı Sos;Zeytinyağı;Kurabiye,Kurutulmuş Kivi
Customer_155,Kalamar;Kurabiye;Milföy;Zeytinyağı;Krem şanti;Patates;Bezelye;Garnitür;Toz şeker;Acı Sos;Kalem;Patlıcan;Nane likörü;Jelibon;Domates salçası;Yer fıstığı;Yulaf;Keçi boynuzu;Soya sosu;İçli Köfte,Kinoa tohumu
Customer_895,Saç kremi;Tarçın;Susam;Yoğurt;Pizza;Soya sosu;Köfte;Kırmızı mercimek;Kuru İncir;Milföy;Köfte;Patlıcan;Bisküvi;Saç boyası;Bezelye;Garnitür;İçli Köfte;Kuru kayısı;Patlıcan;Kurabiye,Peeling krem
Customer_271,Toz şeker;Çörek otu;Saç kremi;Makarna;Tarçın;Krem şanti;Patates;Garnitür;Kuru dut;Kırı üzüm;Vücut losyonu;El mantısı,Kurutulmuş Kivi
Customer_394,Erişte;Nar ekşisi;Kuru İncir;Sarımsak sosu;İçli Köfte;Kırmızı mercimek;Kalem;Saç boyası;Tavuk Bulyon;Toz şeker;Limon sos;Un;Nemlendirici bakım kremi;Garnitür;Sirke;Köfte;Kurabiye;Limon sos;Güneş kremi;Toz şeker;Domates salçası;Şampuan;Vücut losyonu,Peeling krem
Customer_19,Yeşil çay;Makarna;Tavuk Bulyon;Domates salçası;Çörek otu;Bisküvi;Kalamar;Jelibon;Sarımsak sosu;Ketçap;Kuru İncir;Tarçın;Garnitür,Kurutulmuş Kivi
Customer_696,Sirke;Tavuk Bulyon;Kalamar;Kuru kayısı;Karabiber;Bisküvi;Toz şeker;Sirke;Kırı üzüm;Fasulye turşu;Karabiber;Biber salçası;Soya sosu;Ketçap;Vücut losyonu;Soya sosu;Jelibon;Nohut;Garnitür,Kurutulmuş Kivi
Customer_537,Kurabiye;Domates salçası;Şampuan;Kalem;Keçi boynuzu;Nemlendirici bakım kremi;Karides;Yeşil çay;Közlenmiş biber;Bisküvi;Fasulye turşu;Tarçın;El mantısı;Limon sos;Garnitür;Ayçiçek yağı;Un;Erişte;Saç kremi;Tavuk Bulyon,Peeling krem
Customer_995,Tarçın;Kahve likörü;Çikolata;Kırmızı şarap;Un;Milföy;Domates salçası;Kurabiye;Zeytinyağı;Ayçiçek yağı;Fasulye turşu;Köfte harcı;İçli Köfte;Un;Domates salçası;Ketçap;Kahve likörü;Cips;Çikolata;Sirke,Karamelli likör
Customer_893,İçli Köfte;Şehriye;Çörek otu;Kırı üzüm;İçli Köfte;Karabiber;Nohut;Un;Kırmızı mercimek;Kuru dut;Milföy;Nohut;Fasulye turşu;Ayçiçek yağı;Kuru İncir;Tarçın;Ketçap,Kurutulmuş Kivi
Customer_421,Acı Sos;Meksika fasülyesi;Toz şeker;Kalem;Sarımsak sosu;Ton balığı;Zeytinyağı;Kırmızı mercimek;Yulaf;Bezelye;Krem şanti;Papatya çayı;Bezelye;Jelibon;Yer fıstığı;Ketçap;Biber salçası;Çikolata;Köfte,Kinoa tohumu
Customer_411,Fasulye turşu;Saç kremi;Patates;Krem şanti;Şampuan;Un;Viski;Nohut;Karides;Krem şanti;Nemlendirici bakım kremi;Yer fıstığı;Toz şeker;Biber salçası;Limon sos;Karabiber;Acı Sos;Tavuk Bulyon;Soya sosu;Tavuk Bulyon;Vücut losyonu;Güneş kremi;Garnitür,Peeling krem
Customer_76,Milföy;Kahve likörü;Beyaz şarap;Kuru üzüm;Yeşil çay;Nohut;Ketçap;Limon sos;Nohut;Kırmızı şarap;Viski;Pizza;Nane likörü;Yoğurt;Biber salçası;Domates salçası;Garnitür;Jelibon,Karamelli likör
Customer_897,Karides;Kalem;Diş macunu;Çörek otu;Milföy;Köfte harcı;Baldo pirinç;Tavuk Bulyon;Nane likörü;Patates;Çikolata;Kahve likörü;Nar ekşisi;Jelibon;Saç boyası;Kurabiye;Kalem;Susam;Zeytinyağı;Pizza;Kırmızı mercimek;Domates salçası;Beyaz şarap;Böğürtlen;Kuru üzüm,Karamelli likör
Customer_28,Kırmızı şarap;Bisküvi;Yer fıstığı;Kurabiye;Ayçiçek yağı;Papatya çayı;Jelibon;Çörek otu;Kalamar;Nohut;Erişte;Un;Ton balığı;Köfte harcı;Pizza;Yeşil çay;Kalamar;Böğürtlen,Kinoa tohumu
Customer_672,Karabiber;Kalem;Nar ekşisi;Susam;Diş macunu;Güneş kremi;Toz şeker;Zeytinyağı;Biber salçası;Saç boyası;İçli Köfte;Patates;Domates salçası;Böğürtlen,Peeling krem
Customer_10,Biber salçası;Kırı üzüm;Şehriye;Baldo pirinç;Ketçap;Pizza;Domates salçası;Milföy;Kalem;Çikolata;Baldo pirinç;Kuru üzüm;Sirke;Karides;Biber salçası;Tavuk Bulyon;Garnitür;Böğürtlen;Kalamar;Nane likörü;Ayçiçek yağı;Garnitür;Çörek otu,Karamelli likör
Customer_305,Zeytinyağı;Garnitür;Ayçiçek yağı;Nar ekşisi;Cips;İçli Köfte;Karabiber;Limon sos;Sirke;Şehriye;Tavuk Bulyon;Çörek otu;Kalamar;Ayçiçek yağı;Kurabiye;Nohut;Nane likörü;Bira;Yoğurt;Sarımsak sosu;Kırmızı şarap;Böğürtlen;Zeytinyağı;Bisküvi;Şampuan;Viski;Beyaz şarap;Kahve likörü,Karamelli likör
Customer_821,Kuru İncir;Un;Karides;Kuru kayısı;Un;Tarçın;Sirke;Ayçiçek yağı;Yoğurt;Ton balığı;El mantısı;Papatya çayı;Baldo pirinç;Domates salçası;Ihlamur;Şehriye;Yeşil çay;Patlıcan;Nar ekşisi;Toz şeker;Nohut,Kinoa tohumu
Customer_396,Milföy;Bezelye;Köfte harcı;Limon sos;Krem şanti;Viski;Kalem;Beyaz şarap;Keçi boynuzu;Kırmızı şarap;El mantısı;Kuru üzüm;Patates;Çikolata;Sarımsak sosu;Garnitür;Şehriye;Nane likörü;Bisküvi;Patates,Karamelli likör
Customer_169,El mantısı;Köfte;Böğürtlen;El mantısı;Soya sosu;Kurabiye;Viski;Kırı üzüm;Kırmızı mercimek;Köfte harcı;Patlıcan;Bira;Bisküvi;Milföy;Patates;Közlenmiş biber;Közlenmiş biber;Kalem;Kırmızı şarap;Karides;Patlıcan;Şehriye;Nohut,Karamelli likör
Customer_540,Kırmızı şarap;Milföy;Diş macunu;Nohut;Tavuk Bulyon;Domates salçası;Un;Nemlendirici bakım kremi;Susam;Nar ekşisi;Şampuan;Yoğurt;Saç boyası;Bisküvi;Bezelye;İçli Köfte,Peeling krem
Customer_673,Kuru dut;Tarçın;Jelibon;Kuru İncir;Patates;Böğürtlen;Bezelye;Jelibon;Karabiber;Bisküvi;Kırı üzüm;Garnitür;Sarımsak sosu;Erişte;Kurabiye;Şehriye;Domates salçası;Erişte;Nar ekşisi;Köfte;Pizza;Çörek otu,Kurutulmuş Kivi
Customer_42,Közlenmiş biber;Sirke;Bira;Kalem;Tarçın;Karides;Köfte;Jelibon;Karides;Toz şeker;Karabiber;Nohut;Yoğurt;Sarımsak sosu;Ketçap;Közlenmiş biber;Nar ekşisi;Kalamar;Kuru İncir,Kurutulmuş Kivi
Customer_77,Yer fıstığı;Biber salçası;Keçi boynuzu;Yulaf;Erişte;Biber salçası;Yer fıstığı;Ayçiçek yağı;Makarna;Papatya çayı;Yeşil çay;Ayçiçek yağı;Jelibon;Keçi boynuzu;İçli Köfte;Köfte;Acı Sos;Bezelye;Kalem;Milföy;Ihlamur;Garnitür;Yoğurt,Kinoa tohumu
Customer_73,Kırı üzüm;Acı Sos;Köfte harcı;Diş fırçası;Şampuan;Sirke;Nar ekşisi;Kuru İncir;Garnitür;Domates salçası;Sarımsak sosu;İçli Köfte;Pizza;Un;Şehriye;Soya sosu;Susam;Soya sosu,Kurutulmuş Kivi
